웹툰ID,제목,url,thumbnailurl,카피문구,성인여부,요일,시놉시스,키워드리스트,글작가,그림작가,원작가
4271,제비가 사는 집,https://webtoon.kakao.com/content/제비가-사는-집/4271,https://kr-a.kakaopagecdn.com/P/C/4271/c1/2x/387c67de-8120-4ddc-9a61-e9611ea2dab0.png,"부자만 골라 꼬시는 제비 마성훈.
그의 쓰레기 같은 가족 이야기!",False,수,"돈을 대가로 23살 연상의 수연과 계약 결혼한 제비 성훈.
그녀와 결혼할 때까지는 몰랐다.
하루아침에 그녀와 그녀의 일가족이 사망할 것이라는걸….

풍비박산 난 집안에서 살아남은 사람은 단 네 명.
재산 다툼에 시동이 걸리는 와중,
성훈에게 또 다른 부자 지아가 접근해 온다.

하루빨리 수연의 집안에서 벗어나고
지아와 새출발하고 싶은 성훈이 내린 결정!

""이 집 아들인 척할 거야. 류지아랑 결혼하면 유산 상속 포기할게.""

차마 사별남임을 밝힐 수 없는 성훈과,
제비한테 한 푼도 주기 싫은 가족들의 필사적인 화목 가족 연기가 시작된다!","개성있는, 웃기는, 드라마, 막장드라마, DRAMA",연재도,연재도,
4272,"여보, 왜 당신이 후회해요?",https://webtoon.kakao.com/content/여보-왜-당신이-후회해요/4272,https://kr-a.kakaopagecdn.com/P/C/4272/c1/2x/44a2af0e-50b5-4cf4-84bd-5946ec8d4f9e.png,"몰래 남편의 정부를 만났다.
""계속 꼬셔요, 제 남편""",False,수,"몰래 남편의 정부를 만났다.

어여쁘고 가녀리고 사랑스러운 그녀, 세이라.



“공작님과 절대 헤어지지 않을 거예요!""

“바로 그 자세에요.”

""ㄴ, 네?""



귀족에, 친정도 잘 살고, 외모도 예쁜 뭣하나 꿀리지 않는 삶

타레이아로 빙의 했으니 내 인생 단 하나의 걸림돌



""제 남편을 계속 꼬셔요.""



놈편... 아니 남편은 던져버리고 나는 화려한 싱글 라이프를 살아갈 테다!



... 살아가려고 했는데...?



""당신이라는 존재가 궁금해지기 시작했습니다.""

""레아... 라고 불러도 되지?""

""부인, 부디 이혼만은 안됩니다.""



이 남자들이 갑자기 왜 이래!","웃기는, 귀여운, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",백수새우,익준,문설아
4273,결혼의 목적,https://webtoon.kakao.com/content/결혼의-목적/4273,https://kr-a.kakaopagecdn.com/P/C/4273/c1/2x/a3103bef-4994-490a-a363-a0656e849741.png,"아무도 널
함부로 대하지 못하게 해줄게.",False,금,"3년 사귄 남자친구의 바람, 10살 연상 이혼남과의 강제 맞선,
그리고 자신만을 바라보는 숨 막히는 가족들을 경제적으로 책임져야 하는 윤설영에게 처해진 현실은 가혹하기만 하다.

답답한 현실에서 벗어나고 싶다고 생각한 순간,
신화그룹의 전무이자 지나치게 깔끔한 사생활로 게이라고 소문이 난 기태환이 설영에게 다가온다.

“나하고 결혼합시다. 더 높은 곳에 데려가줄게요.”

하루아침에 신화그룹 전무실 비서에서 며느리가 된 설영!
그리고 태환이 설영에게 제안한 이 결혼의 진짜 목적은?!","몰입되는, 설레는, 로맨스, 오피스물, ROMANCE",이금지,바콩,리버 진
4275,"죽어 줘, 라는 말을 들었다",https://webtoon.kakao.com/content/죽어-줘-라는-말을-들었다/4275,https://kr-a.kakaopagecdn.com/P/C/4275/c1/2x/b082d08b-e365-4e8e-8a9d-586425d80b04.png,"동료들에게 죽어 줘, 라는 말을 듣고
30년 후에 다시 깨어났다!",False,일,"죽어 줘, 라는 말을 들었다.
10년을 함께한 동료들로부터.

“미안하다, 린. 세계를 위해 네가 대신 죽어다오.”

그렇게, 모든 것이 끝났다고 느꼈을 때.

‘...응?’

린은 다시 눈을 떴다.

무려 30년이나 지나, 신의 사도라 불리는 투슬레나 대가문의 사생아로!

* * *

“너는 최고의 인재다. 이곳에서 썩게 놔두기엔 아깝군. 나와 함께 가지 않겠나?”

린은 자신에게 손을 내민 남자를 바라봤다.
세상이 찬사해 마지않는 4인의 영웅 중 한 명.

동료였던 린을 배신한 것으로 모자라,
이제는 죽은 그녀의 검 실력을 닮았다는 이유로 입양해 가려는 남자.

미쳤냐? 너한테 입양 가게?","통쾌한, 분노유발, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",앤트스튜디오,"앤트스튜디오, 우유호빵",박귀리
4277,악당의 슬기로운 은퇴 계획,https://webtoon.kakao.com/content/악당의-슬기로운-은퇴-계획/4277,https://kr-a.kakaopagecdn.com/P/C/4277/c1/2x/f82755bc-cdf3-485b-a876-dbaf0533a90f.png,"천재 여주를 향한 
집착이 시작됐다",False,화,"내가 즐겨 하던 게임 <마왕의 반려>속에 환생했다.
그것도 여주를 괴롭히다 죽는 악역으로!
게다가 인간 마석으로 마력을 쓰면 쓸수록 생명력을 잃는
시한부이기까지?!

인생이 뭐 이래…?

괜찮아.
마력 그까짓 거 안 쓰고 버티면 되잖아?
내 마나 (=생명력) 잘 지키고, 비자금을 모아서
언니랑 같이 따뜻하고 평화로운 남쪽 나라로 튀는 거야…!

라고 생각했는데?

“받아라. 릴리안. 네 인형이다.”
아버지가 내 발 앞에 원작 남주를 던져놨다.
그것도 미래에 사이코 감금왕 황제가 되는
집착 남주를…!","설레는, 귀여운, 로맨스 판타지, 환생물, ROMANCE_FANTASY",DIAN,콤새콤,요정용
4278,디어 마이 파라다이스,https://webtoon.kakao.com/content/디어-마이-파라다이스/4278,https://kr-a.kakaopagecdn.com/P/C/4278/c1/2x/936b4f1e-e0b6-45c1-8bab-17a8fd89ff62.png,"네 마음속에 
파라다이스가 되어줄게",False,일,나는 너의 마음 속 파라다이스이고 싶다.,"성장하는, 공감되는, 로맨스, 성장물, ROMANCE","김한나, 김지연",신현지,정현수
4279,검신급 공무원의 회귀,https://webtoon.kakao.com/content/검신급-공무원의-회귀/4279,https://kr-a.kakaopagecdn.com/P/C/4279/c1/2x/b78c9b18-43c6-48b2-b2b4-08ebb2ae35ad.png,"인류 최강의 공무원,
모든 것을 바로잡기 위해 회귀하다!",False,금,"인류 최고의 검사이자 대한헌터협회 소속 공무원 헌터, 안수호.
게이트의 종식을 위해 공직자가 된 그는
최후의 게이트라 불리는 재앙급 게이트들 중에 하나가 공략되었을 때 동료들에게 배신당하고 말았다.

동료들이 그를 배신한 이유? 게이트가 종식되면 그들의 권력이 사라지기 때문.
이렇게 끝인 걸까? 수호의 의식이 흐려져갈 때쯤!

[안수호 플레이어의 시스템을 재부팅합니다.]

시스템은 수호에게 한 번 더 기회를 부여했다.
바로 과거로 돌아가 모든 걸 바로잡을 수 있는 기회를.","통쾌한, 몰입되는, 판타지 드라마, 회귀물, FANTASY_DRAMA",갯강구,현일,자리
4280,공녀님은 독수공방 체질입니다,https://webtoon.kakao.com/content/공녀님은-독수공방-체질입니다/4280,https://kr-a.kakaopagecdn.com/P/C/4280/c1/2x/4e76ae69-9b08-4f6c-86fa-1e3ec07fe6ac.png,"어떤 엔딩을 봐도 죽는
미친 게임에 빙의했다",False,금,"어떤 엔딩을 봐도 마지막에는 최종보스 손에 살해당하는 미친 게임에 빙의했다.

""누군가 가르쳐주지 않던가? 거짓말을 하면 여기랑 여기가 떨린다고.""

꼼짝없이 죽을 거라고 생각했다.
그런데…….

“하지만 난 지금부터 이게 밀회가 되었으면 하는 바람을 품고 있는데.”
“늦은 충고지만, 처음부터 조심했어야지. 나 같은 놈에게 한번 허락하면, 그건 절대 무를 수가 없는 거거든.”

최종 보스님, 갑자기 왜 이러시는 거예요?!","발랄한, 설레는, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",목인,시어사,나유혜
4281,환생 공녀님,https://webtoon.kakao.com/content/환생-공녀님/4281,https://kr-a.kakaopagecdn.com/P/C/4281/c1/2x/b9d4ae7a-5f6b-4a0f-b673-724de6b207f2.png,"80년 후 환생하니 망해버린 가문.
다시 살리기 대작전!",False,목,"아카락시아의 힐데가르트.

천재 마검사, 최초의 마탑주, 대륙 최고 공작가의 공녀.

남부러운 것 없어 보였지만,
자신과 가문을 위해 한순간도 쉬지 않았던 그녀.

목숨을 바쳐 마성신을 봉인하고 잠들다.
·
·
·
""나, 죽은 거 아니었어…?

그랬던 내가 80년 뒤 후손의 몸에서 깨어났다.

그런데…

황금 분수대도, 마탑도, 광산들도.
모두 사라졌다?

어둡고 허름한 저택.
질긴 빵과 묽은 수프.
밀린 빚을 갚기 위해 고군분투하는 어린 자손들.

파산이 머지않은 공작가라니?


""두고 봐, 과거 내가 일궈냈던 가문의 영광을 되찾을 테니!""","따뜻한, 성장하는, 로맨스 판타지, 성장물, ROMANCE_FANTASY",,몰로,로시원
4282,후회는 됐고 죽여달라니까요,https://webtoon.kakao.com/content/후회는-됐고-죽여달라니까요/4282,https://kr-a.kakaopagecdn.com/P/C/4282/c1/2x/edd03d86-4601-4b9d-bc7d-e884967eae95.png,"성녀를 사랑하던 남편이 이상하다.
당신이 이제 와서 왜?",False,월,"교통사고로 목소리를 잃은 가수 안혜인은
삶에 의욕을 잃고 스스로 목숨을 끊는데…

눈을 떠보니 그곳은 죽기 전 읽었던 소설
<성녀는 자리를 버리고>의 세계였다.

혜인이 빙의한 사람은 소설 속 악녀, 아리아델린.
그것도 이미 주인공들은 해피엔딩을 맞이하고
아리아델린은 단죄된 상황에 빙의한 것이었다.

소설 속에서도 자신의 운명은 바뀌지 않았음에 절망한
그녀는 다시 한번 스스로 목숨을 끊고자 하는데…

""당신을 절대 죽게 두지 않을 거야.""

소설 속에서는 아리아델린을 끔찍이 싫어했던 전남편 카를로티안이,
성녀 도로테아를 사랑했던 그가 이상해졌다!","에로틱한, 몰입되는, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",탁,opst(OPENBUS STUDIO),커피펜
4284,뽑기왕,https://webtoon.kakao.com/content/뽑기왕/4284,https://kr-a.kakaopagecdn.com/P/C/4284/c1/2x/a8fccdf3-b49a-49e9-b3f1-9c232a376900.png,"누명을 쓰고 모든 걸 잃었다.
기적 같은 기회가 찾아왔다.",False,금,"길드 상층부로부터 누명을 써서 범죄자로 전락하고,
신분과 가족을 비롯한 모든 걸 잃고 밑바닥 계급으로 떨어진 류휘.

하루하루를 숨만 쉬는 시체처럼 살아가던 그에게 거짓말처럼 기적이 찾아왔다!","통쾌한, 역동적인, 판타지 드라마, 복수물, FANTASY_DRAMA",건진,CHOGA,프로토J
4285,S급 정령사의 테이밍 일기,https://webtoon.kakao.com/content/S급-정령사의-테이밍-일기/4285,https://kr-a.kakaopagecdn.com/P/C/4285/c1/2x/299a48db-d4d1-4bc6-9b75-146933a74296.png,"정령이고, 정령사고, 모르겠으니까!
내 힐링 라이프를 돌려줘!",False,금,"검과 마법으로 전쟁을 치루고,
이동수단이라곤 마차밖에 없던 세상이 있었다.

그곳에서 나는 정령사로 활동하다 죽었다.
그런데...

다시,
태어나버렸다?!

전생과 비슷하게 헌터와 몬스터라는 존재가 있었지만
이곳에는 정령이라는 존재 자체가 없었다.

'개이득'

몬스터? 던전?
그런 건 헌터들이 해결하면 되는 거잖아?
나는 그저 꿈꿔왔던 평범한 삶을 누리면 되는 거야...!

그러나 불행은 순식간에 찾아온다고 했던가

우연아닌 우연으로 던전에서 나온 정체불명의 알을 만진 그 순간.

「축하합니다! 유이나님은 각성하셨습니다!」
S급 정령사로 각성해버렸다?!

천방지축! 물의 정령! '이즈'
장난꾸러기! 바람의 정령! '리카'
평법한 생활을 잃어버린 S급 정령사! '유이나'

힐링라이프를 되찾으려는 S급 정령사 유이나의 고군분투기!
""내 평범한 일상을 돌려줘!""","귀여운, 유쾌한, 드라마, 환생물, DRAMA",이채,이채,세나
4286,무림최강 남궁세가 막내딸입니다,https://webtoon.kakao.com/content/무림최강-남궁세가-막내딸입니다/4286,https://kr-a.kakaopagecdn.com/P/C/4286/c1/2x/25308a41-a53c-4412-8d58-e32e7eceb314.png,"날 경멸하고 외면했던 남궁세가,
이젠 내가 휘어잡겠어!",False,목,"남궁세가의 모두가 나를 경멸했다. 형제들에게조차 외면받던 삶이었다.
그러나 세가가 멸문당하던 순간, 형제들이 택한 건… 가문이 아니라 나였다.

“너를 단 한 번도 가족이 아니라 생각해 본 적 없다.”
“살아. 치사하고 더럽더라도 살아, 아희.”

어째서 나를 살렸어?
그 의문을 평생 가슴에 품은 채 이뤄낸 복수.
그 끝에서 드디어 눈을 감나, 했더니.

“빠아아아?”

시간을 되돌아와 버렸다?!

...설마 이건 혈교의 사술인가?
내, 내 복수는? 내 평화로운 안식은?!
남궁세가 형제들은 왜 또 나한테 달라붙는거야?!

대체 어떻게 되어가는거냐고!","귀여운, 발랄한, 로맨스 판타지, 육아물, ROMANCE_FANTASY",백수새우,낭금,공라희
4287,마법소녀 아저씨,https://webtoon.kakao.com/content/마법소녀-아저씨/4287,https://kr-a.kakaopagecdn.com/P/C/4287/c1/2x/d5c113b5-d62b-4b2a-851d-441eaadfc04b.png,"평범한 아저씨, 마법소녀가 되다!
어둠 속 빛을 되찾는 반전의 이야기",False,일,"202X년. 대한민국 서울시 뒷골목.

그는 발아래의 영웅을 내려다보았다.
자신이 텔레비전의 아이돌이라도 된것마냥 형형색색의 옷을 입고 자신을 뽐내는 영웅을.

그러나 지금은 어떤가.
그의 발아래에서, 형형색색의 옷을 흙으로 더럽히며 나뒹굴고 있지 않은가.

영웅이란, 그런 것이다.
이제 눈앞의 존재도 그것을 깨우쳤으리라.

이제, 그럼 그것을 영원히 잊지 못하게 해주자.
그는 망치를 내리쳤다.

마법소녀로서.

이것은, 밝은 이야기이다.
한 아저씨가, 빛을 되찾는.","개성있는, 통쾌한, 액션/무협, 성장물, ACTION_WUXIA",가야,VIKPIE,냥둘러치기
4288,먼지 덩어리 짱덕,https://webtoon.kakao.com/content/먼지-덩어리-짱덕/4288,https://kr-a.kakaopagecdn.com/P/C/4288/c1/2x/9c13e2a4-adce-464d-8932-f18dd9151884.png,"예비 부부와 검은 고양이의
기묘하고 신기한 동거 생활",False,토,"혼전 동거를 시작한 커플에게
먼지 덩어리 같은 아기가 생겼다!

이렇게 작고 뽀짝한 생명체가
세상에서 가장 큰 고양이가 된다고…?
여러분, 우리 애 귀여운 것 좀 보세요!

초보 집사 커플과
메인쿤 장덕이가 함께하는
기묘하고 유쾌한 동거 생활","발랄한, 귀여운, 코믹/일상, 에피소드물, COMIC_EVERYDAY_LIFE",펜낙,펜낙,
4289,경성 란제리 의상실,https://webtoon.kakao.com/content/경성-란제리-의상실/4289,https://kr-a.kakaopagecdn.com/P/C/4289/c1/2x/f2e9f406-2970-4ed6-9f35-9b8d8a9a439e.png,"서로의 족쇄를 움켜쥔 세 청춘의
아찔한 삼각 해방 로맨스.",True,토,"1948년, 이름처럼 자유롭지만은 않았던 해방기.

조선 최초의 속옷 가게 ‘경성 란제리 의상실’에서
손님들을 속사정으로부터 해방시켜주는 디자이너 ‘해란’은,
사실 보름밤마다 흑영(黑影)의 지시로
반민족행위자를 암살하는 ‘살수’다.

이중생활 중인 해란은
어느 날 자신을 추격하는 경찰 ‘석주’에게 쫓기다가
누군가에게 정체를 들킨 채 쓰러지는데….

난생처음 느껴보는 따스한 손길.
상처를 치료하고, 저를 보호해 준
그날의 은인은 누구였을까?

평소 살수의 삶에서 벗어나기 위해 흑영을 추격하던 해란은
마침 그날의 은인에게서 흑영의 흔적을 찾게 되고.

한편, 흑영은 살수를 곁에서 감시하기 위해
유학파 디자이너로 위장한 채 경란실에 잠입한다. 

그러나 두 사람은 서로에게 사적인 마음을 품고 마는데….

‘우리 관계는… 새장을 탈출할 열쇠였을까.
서로를 옭아맬 족쇄였을까.’

그 시절, 각자의 새장에서 탈출하려 서로의 꼬리를 쫓는
세 청춘의 삼각 해방 로맨스.","설레는, 몰입되는, 드라마, 치정물, DRAMA",T그린,산다하,
4292,아젤다 : 정령사의 계약 결혼,https://webtoon.kakao.com/content/아젤다-정령사의-계약-결혼/4292,https://kr-a.kakaopagecdn.com/P/C/4292/c1/2x/55b81ff3-d5f7-4023-8174-f2c74f43795c.png,"다음 생엔 이렇게 살지 않을거예요.
상대방이 칼을 쥐었지는 보고 살거야.",False,수,"""누구의 사랑도, 누구의 인정도 필요 없어.
그딴 것보다는 힘이 필요해""

죽음의 정령사, 아젤다. 
영문도 모른 채 죽음을 맞이하고 난 뒤
알아차린 죽음의 비밀.

괴로워하는 아젤다의 곁에 나타난 죽음의 정령사,
새로운 삶의 기회를 부여받은 복수를 위해
막강한 정령사가 되기 위해 노력한다.

""당신은 오늘 여기서 저와 밤을 보내셔야겠어요.""
그깟 마음따위, 아젤다는 힘과 복수를 위해
서로 등을 돌렸던 남편 셰이드에게 먼저 손을 뻗는다.","귀여운, 몰입되는, 로맨스 판타지, 환생물, ROMANCE_FANTASY",정운,피넛독,바믜
4293,말단 후궁의 딸로 태어났습니다,https://webtoon.kakao.com/content/말단-후궁의-딸로-태어났습니다/4293,https://kr-a.kakaopagecdn.com/P/C/4293/c1/2x/995ff3aa-6413-4022-bd7a-a9fc90dc2636.png,"비어있는 중전 자리를 차지하기 위한
궁중암투가 시아를 덮쳐온다!",False,일,"눈 떠보니 옹주였다.

교통사고를 당하고 눈을 떠보니 사극 같은 세계 속의 아기 옹주가 되어 있던 시아. 
다행히 왕실에서 태어나 먹고살 걱정은 없겠다고 생각했던 것도 잠시,
비어있는 중전 자리를 차지하기 위한 궁중암투가 시아를 덮쳐온다!

“빼애애앵!! (나를 엄마와 함께 조용히 살게 내버려둬!!)”","발랄한, 통쾌한, 로맨스, 환생물, ROMANCE",은산,"단은, 은현",월면
4295,말괄량이를 길들이지 마세요,https://webtoon.kakao.com/content/말괄량이를-길들이지-마세요/4295,https://kr-a.kakaopagecdn.com/P/C/4295/c1/2x/e5efd3dc-6b37-4352-bd10-2536a702ca66.png,"악녀와 폭군의 살벌한 만남
폭군의 알콩달콩 직진 로맨스",False,화,"“네깟 놈 주제에 어디 언감생심 나를 넘봐? 눈을 낮출 바에 평생 혼자 살고 말지!”

남쪽 지방의 이름난 악녀 카티아, 비혼주의를 선언하다!
구혼자가 오는 족족 문전박대하는 딸에게 공작은 초강수를 두고.
망나니와 결혼할 위기에 처한 카티아는 가출을 시도하는데……

“바빠 죽겠는데 사람 짜증 나게 하네. 저리 안 가?”
“방금 나한테 말한 겁니까?”
“그럼 여기 그쪽 말고 또 누가 있는데?”

남자의 정체는 폭군으로 소문난 바실리 대공.
미친놈 피하려다 더 미친놈과 지독하게 얽혀버렸다!

“그대가 날 막 대한 순간, 숨이 멎는 듯했습니다.”
“그럼 이럴 게 아니라 의원에 가보세요, 네?”
“나 같이 미친놈은 그대 정도는 되어야 제어가 될 겁니다.”
“찾으시는 게…… 신부인가요, 사육사인가요?”
“그대라면 둘 다 가능할 것 같은데.”

이놈이고 저놈이고 하나같이 미친놈들이라니.
이 선택지 실화인가요?

“이혼하자고 하면 저를 죽이실 거잖아요.”
“그렇게 해서 내가 얻는 게 뭡니까?”
“글쎄요……. 정복감?”
“나는 그대가 날 정복해줬으면 좋겠는데.”
“다 떠나서 제가 대공비에 어울린다고 생각하세요?”
“나는 당신 그대로가 좋습니다. 이걸로 답이 됐습니까?”

말괄량이를 길들이지 마세요.
있는 그대로도 충분히 예쁘니까요.

나쁜 여자의 매력에 푹 빠진
어느 미친 폭군의 알콩달콩 직진 로맨스.","개성있는, 통쾌한, 로맨스 판타지, 연애물, ROMANCE_FANTASY",툰플러스,BOBO,예슬아
4296,문 뒤에 지옥이 있다,https://webtoon.kakao.com/content/문-뒤에-지옥이-있다/4296,https://kr-a.kakaopagecdn.com/P/C/4296/c1/2x/c2695325-d2e4-4547-a596-da5312089fd5.png,"집으로 돌아가기 위해선,
이 '문'을 열어야만 한다.",False,화,"'문'을 열 때마다 문 뒤의 공간이 무작위로 뒤섞이는 세상.
그곳에서 살아남은 학생들.
가족들의 곁으로 돌아가기 위해, 집으로 돌아가기 위해선
저 '문'을 열어야만 한다.","미스테리한, 긴장감 있는, 학원/판타지, 재난물, SCHOOL_ACTION_FANTASY","지현상, 최준식",고홍,
4298,악녀 알리시아가 나라를 구하는 방법,https://webtoon.kakao.com/content/악녀-알리시아가-나라를-구하는-방법/4298,https://kr-a.kakaopagecdn.com/P/C/4298/c1/2x/3bae5955-9b11-4248-84b2-785897dcc211.png,"평판은 최악에 마력은 없지만 
지식과 요리실력으로 꼭 살아남겠어!",False,수,"야간 근무를 마친 평범한 간호사.
힘든 몸을 이끌고 집에 가는 길에 교통사고를 당했는데...
눈을 떠 보니 그곳은 감옥이었다?!

빙의한 몸의 주인은, 무역대국이라 불리는 아르잔 왕국의 공주이자 희대의 악녀, 알리시아.
왕국의 공주이지만 첩의 딸 이라는 이유로 아버지와 언니에게 미움받으며,
성격이 꼬일 대로 꼬인 악녀로 자란 알리시아는
차기 국왕에게 상해를 입힌 죄로, 적국인 오스트레베 제국에 보내진다.
황제의 13비 중 한 명이 된다는 명목으로......

냉혈한이라 불리는 황제의 비로 살아남기 위해서는 13명의 비 중 유일하게
황후로 간택되어야 하는데, 주어진 서열은 최하위.
시작부터 제대로 꼬여 버렸다!!
심지어 세간의 평판은 최악, 마법 소질은 제로...!!

하지만 현대 사회에서 단련해 온 요리 스킬과 의학 지식이 있다.
이 세계에 어디에도 없는 지식과 간호사 시절 몸에 배인 근성으로, 반드시 살아남아 주겠어!","당찬, 성장하는, 로맨스 판타지, 성장물, ROMANCE_FANTASY",,PITOTSUKI,Noel Tai
4299,흑막을 버리는 데 실패했다 [19세 완전판],https://webtoon.kakao.com/content/흑막을-버리는-데-실패했다-19세-완전판/4299,https://kr-a.kakaopagecdn.com/P/C/4299/c1/2x/8f41ba61-11d3-4cc7-bf9d-f9a5e4e71525.png,"날 죽이려던 흑막이
내게 집착한다.",True,수,"""자, 이제 너만 남았네. 주인님.""

전생에 읽었던 소설 속 백작 영애로 환생했다.

덕분에 아버지가 내 노예라고 데려온 한 소년에 의해 백작 가문이 몰살당하는 것도,
내가 끔찍한 죽음을 맞이한다는 것도,
이 세계의 결말도 알 수 있었다.

그 비참한 운명을 피하기 위해 노력했지만 모두 헛수고였다.
결국 대마법사로 각성한 그의 손에 아버지와 시종들은 모두 죽었다.
이제 나도 죽……을줄 알았는데?

""난 주인님이 가지고 싶었거든.""

이 세계의 흑막이 나에게 집착하기 시작한다.

……이런 건 원작에 없었는데?




원작에서 벗어난 발레타는 조금씩 이 세계의 어두운 진실에 가까워져간다.
더러운 수작질을 벌이고 있었던 황실부터, 정체를 알 수 없는 마물들의 등장까지.

자유롭게 살고 싶었을 뿐인데 세상부터 먼저 구해야하는 상황!
과연 발레타는 원하는 삶을 찾을 수 있을까?","에로틱한, 성장하는, 로맨스 판타지, 피폐물, ROMANCE_FANTASY",ASSAM,쓩늉,자은향
4300,신화 속 대마법사의 재림,https://webtoon.kakao.com/content/신화-속-대마법사의-재림/4300,https://kr-a.kakaopagecdn.com/P/C/4300/c1/2x/55f5f6cb-9372-470b-b9db-35bb46e34cf3.png,"몰락한 천재마법사 나타난 한권의책. 
멈춰진 천재의 시간은 다시 움직인다.",False,목,"내가 AI 부적합자라 라고?
현대 마법 기술의 총아, 인공지능을 이식할 수 없는 부적합자. 도태된 천재 마법사 신하율.
마법사로서 사형 선고를 받은 그의 앞에 한 권의 책이 나타난다.
'이 목소리를 들을 수 있는, 나와 똑같은 체질을 지닌 후인에게, 나 레이 벨 바이테너가 이 책을 남긴다.'
신화 속 대마법사가 남긴 책과 함께.
천재의 멈췄던 시간이 다시 움직이기 시작한다.","통쾌한, 개성있는, 학원/판타지, 성장물, SCHOOL_ACTION_FANTASY",투민,요모츠 히라사카,준솔
4301,무협지 남주의 어린 아내가 되어 버렸다,https://webtoon.kakao.com/content/무협지-남주의-어린-아내가-되어-버렸다/4301,https://kr-a.kakaopagecdn.com/P/C/4301/c1/2x/6842a438-4b31-478e-9250-8bb1ba50f0d0.png,"당신을
놓치고 싶지 않아",False,월,"        
남주가 다 해먹는 무협지 속, 남주의 먼 조상님으로 빙의했다.

남주를 든든히 뒷받침해 주는 역할에 충실하기 위해
뼈가 으스러져라 일해서 최고의 가문을 세웠다.

그 후, 마음 편히 눈을 감았었는데.

“뭐? 내 가문이 망했다고?!”

다시 눈을 떠 보니 300년 후.

그렇게 악착같이 부흥시킨 내 가문이 쫄딱 망하기 직전이란다.
더군다나 내 평생을 바쳐 응원했던 남주는, 원작의 악녀와 치욕적인 정략결혼을 앞두고 있었으니.

하지만 가장 큰 문제는…….

“왜 내가 그 악녀가 되어 버린 거야!”","귀여운, 설레는, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",차녹,루나달,Rana
4303,악당을 구하는 다람쥐가 되었다,https://webtoon.kakao.com/content/악당을-구하는-다람쥐가-되었다/4303,https://kr-a.kakaopagecdn.com/P/C/4303/c1/2x/0a0d4ae1-79aa-4e8a-8c7e-47ce4b3404fe.png,"귀염뽀짝 다람쥐의 
악당 갱생기!",False,일,"나, 다람쥐인 거야? 어째서, 어떻게, 왜?

눈을 뜨니 다람쥐였다.
그것도 마법사의 마력을 진정시킬 수 있다는
귀하디 귀한 ‘신수’ 다람쥐.

하지만 난 분명 인간이었는데?

인간으로 돌아가기 위해서는 마력을 차곡차곡 모아야 하는 상황.
이 일에 안성맞춤인 이가 있었으니,
바로 장래에 무시무시한 악당이 될 요한 하이라드!

아직은 청순가련하기만 한 그를 매일 밤 찾아
도토리도 주고 머리도 쓰다듬어 주고,
동시에 그 거대한 마력을 열심히 저축하는데….

“내 다람쥐.”

응? 내가? 언제부터?

“내가 없는 곳에선 위험하게 다니면 안 돼.
안 그러면 내가 지켜줄 수 없으니까.”
""큐웅?""

악당으로 성장할 이 어린 공자가
어딘가 이상하다. 아주 많이!","귀여운, 발랄한, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",핑고헤,핑고헤,별별토
4304,핵무기도 만들어 드릴까요?,https://webtoon.kakao.com/content/핵무기도-만들어-드릴까요/4304,https://kr-a.kakaopagecdn.com/P/C/4304/c1/2x/9c389f77-e5e0-4687-a3e0-3977c13c3f4f.png,"미래에서 주문한
핵무기 나왔습니다.",False,금,"국방과학연구소의 소장 김준.
테러가 벌어진 2024년, 대한민국 군사기밀인 ADD칩을 지켜내고 장렬한 최후를 맞는다.

그러나 정신을 차려 보니, 그에게 부여된 뜻밖의 기회.
1998년 죽었던 친구 전현승의 몸으로 다시 태어난다!

되살아난 김준은 어째서인지 자신의 몸에 새겨진 ADD칩을 이용해 미래 기술들을 열람할 수 있게 되는데-

""기회만 주시면... 세 달 안에 만들어 보이겠습니다.""

미래의 기술로 IMF를 극복할 최강의 무기를 만들어라!","통쾌한, 몰입되는, 드라마, 회귀물, DRAMA",김방훈,김방훈,북홀릭
